Exp. #,Experiment,ethane,Ethene,PROPANE,Propene,I-BUTANE,N-BUTANE,ETHYNE,1-Butene,t-2-Butene,c-2-Butene,cycopentane,I-PENTANE,N-PENTANE,t-2-pentene,1-pentene,cis-2-pentene,n-Hexane,isoprene,1-hexene,"2,4 dimethylpentane",n-Heptane,Benzene,cyclohexane,"2,3-dmp",2-methylhexane,3-methylhexane,"2,2,4-tmp",methylcyclohexane,"2,3,4 tmp",Toluene,2-methylheptane,3-methylheptane,n-octane,Ethylbenzene,m+p-xylene,Styrene,o-xylene,n-nonane,I-propylbenzene,n-propylbenzene,3-ethyltoluene,4-ethyltoluene,"1,3,5-trimethylbenzene",2-ethyltoluene,"1,2,4-trimethylbenzene",n-decane,"1,2,3-trimethylbenzene","1,3-diethylbenzene","1,4-diethylbenzene",C2HCl3,C2Cl4,acetonitrile,Acetaldehyde,Acetone,Isopropanol,Methylethylketone,a-pinene,b-pinene,limonene,Camphene
31,071323-1030-BLKP,202.34531421539947,34.16520772636962,100.47075882714563,21.05039345602786,61.64545795628573,138.50054496802952,21.75819456695088,9.277595874280182,6.232278144554626,10.127451984901267,14.137278733575476,170.96279665119374,150.80667147782856,10.329953145618823,6.2865143429051695,5.430603939411038,921.5807839620016,85.00577240432372,NA,6.8719632015411545,31.744268926130847,34.01336656598864,24.715180205731613,16.02443001095876,7.714742647386381,11.803977821137632,23.91127192865225,39.08058250697172,1.7202353905505214,99.86118115014487,17.828659774627752,42.86567255786511,344.27093969119466,12.953956883673827,65.30581022045219,14.241156767651567,18.448221355025137,7.770632311406907,1.5171494162753885,4.0963034239435485,10.842291894974116,8.752891894380147,4.0963034239435485,4.856443244623822,16.739215226238453,267.9992525869895,4.248018365571088,1.5246972977307351,2.541162162884558,36663.89180924435,1758.085870330277,520506.72568630823,190.3536785589481,320.94177603150416,783.430672741006,30.733185187165077,9.457823632308438,2.235485585818358,4.184370455506157,0.9171222916177878
32,071423-0930-TRXP,217.5243354586699,695.7714689159895,122.49818227157738,1307.6760298543606,60.21541260571617,52.472493585584125,210.63671543307154,21.327379262163863,125.59925925876304,19.405803506859993,5.121595259607,31.03547633509029,296.94135538105644,37.32956544888814,71.96633339014787,37.64636515566795,153.76315963444807,49.11860155085684,NA,43.50092760571525,124.02448848538933,764.3446697090129,25.496317384989652,NA,NA,NA,28.722872345844273,6.651439032511043,6.975554712562181,762.9673549467503,10.445380838131229,8.854931903930177,103.37918072306832,420.89230027093737,48.825744345081205,7001.08271744457,35.76026283866423,9.4606975014843,46.50219273945337,314.3421569518107,12.375397811566572,5.2532300914405035,119.01485320768654,14.446382751461382,23.929630310477464,35.17912843712904,4.206910432654827,6.1119311640798175,8.637522554195444,1034.1090585407512,112.32728591210726,75377.91648423641,9884.860583731463,1902.463572965018,353.56141872720576,140.24708718371585,NA,BL,NA,0.4614482400393647
33,071423-1100-TRXB,580.8437041632202,6905.155233997575,49.81007350274301,2084.121129673041,16.016791430785574,38.90096880126882,15242.22617965121,25.490061953883615,191.75197655615358,24.15173075275079,4.170159513327871,33.22691640951843,67.51285804324462,20.567638587339314,30.761361842140776,19.615194747875538,851.4439212992298,128.48361161586527,NA,18.064643845455095,6.140364756326443,87795.18565771934,124.21034575898307,NA,1.838432561774384,1.2133654907710933,7.001675915806849,4.395791332406479,0.6001436499263013,4614.324218450285,0.41913326787598837,0.6706132286015812,11.819558154102868,337.6997177454144,115.63137543474737,3469.287519522519,32.18042995589666,1.553156265931142,8.51278675201182,16.540388766862346,11.18029001720324,10.835523364690363,8.248140531742022,7.190847323839967,11.909079912140891,24.068817811167378,3.7491547871554656,1.32981423112109,3.3984141461983417,1096.4309051692424,401.5973366859535,7498.382010755579,1444.8587539293414,408.3282456120034,642.7153997768926,23.947162013322057,NA,BL,NA,0.49993623196834747
34,071423-1300-CPLP,803.3574013571952,6529.580563185659,364.36264692225507,1855.2032447370923,109.22271987289582,200.84046187154198,882.5937298252877,73.80110936442314,236.74520729953957,62.03455505144027,17.112579789763416,137.99039166214456,1307.3062863983978,148.6092455426823,207.35242879760116,119.92148994970658,157.16010260082462,136.0810859799386,NA,42.582255763604124,71.23269240451802,2390.746916660606,24.85236781892129,1.9208989040620756,NA,2.8111898674692726,17.692821019183107,11.719563247198614,NA,4094.12198980705,NA,NA,174.72846529529906,1793.92440797534,122.32794417933327,19366.48947418476,81.58562022030647,17.138310275187273,144.6090371522397,1210.9435024139725,31.784619946182115,30.189006495068554,200.3378162919368,53.22966472914836,56.9290913057829,177.93855139271946,13.089118382554505,19.466484103585433,57.95268054444451,9349.560617842697,544.0720891071937,443371.39302717184,101286.1822199596,4003.2736040637533,1297.5088726776355,242.49801791318646,NA,NA,4.211030987239233,2.4618335002321667
35,071423-1430-CPLB,695.3860979798714,4412.245023804063,171.09840784107504,1633.8730994511918,86.80884694351361,199.56914478800118,5490.885323159031,31.457522755117452,118.97293805349341,30.577032296322816,12.409122186729027,194.08544148004765,393.45445340165935,116.71913583700231,114.61759095054013,77.82387650978177,14137.360593227453,140.1301542368994,NA,15.425204893958634,25.729534380227246,28582.362564125517,72.87626698591895,3.5216479907804716,13.150650905449483,5.479437877270616,21.127691033896312,45.7576572998193,1.5554128368512623,2030.4114544813735,12.709499806994087,9.776538313072372,166.52703593266608,332.2493605630178,164.78679727665858,2112.3162401888662,48.06281587235875,6.343004514660056,17.37594754714659,51.0418459197431,20.93444847860991,16.785853505714655,51.156161364132224,11.424592309973091,30.69369681847934,94.65248418190667,8.859446940156978,9.446031630592277,12.956381223042108,23202.640936274478,520.4167808851419,111148.53412708179,7508.357505692275,3047.514470967994,829.244233598693,86.27333329603749,NA,2.9801142371231495,5.3123775531325705,0.583065829002355
36,071723-0930-CarpetP,283.81343086038356,895.9019022557532,141.36601955907787,488.07281144223094,69.31583288978462,101.41212810570919,187.07068051422604,15.244712220540631,41.71404958716821,15.176957944004895,10.503784528136775,107.82922245751877,232.47318227105785,36.367942129677864,35.916166451048326,26.09004544085586,65.28317949611603,57.74417688407183,NA,38.020940392734765,18.068451089993353,461.4755648853372,6.50402413915244,5.303719274385868,NA,6.453018246426197,20.297423092440603,13.674723310837047,3.1817582144906895,477.34863734257175,4.459529888869737,4.183682679248929,22.06777676966468,230.38082974548195,62.56307452186711,2370.1868598929045,32.392630114463984,7.279231596832208,20.707297623399672,117.61551523945003,12.749830946378273,5.402470739990795,66.96004652052603,8.103706109986192,22.25550679150432,3.493404541054933,7.402375085000351,3.2414824439944767,2.4851365403957653,11436.10317669276,1428.3211696805881,15051.492041457437,13965.73356367876,1266.0193886036077,1040.2272255885623,104.31547915573582,NA,0.49353997336813527,3.509617588395629,0.8225666222802256
37,071723-1130-CarpetB,285.52141690551366,1491.5582334567225,67.05045639248313,457.4915129496138,39.56167138510135,96.3704045670061,2205.2663519645043,10.939420551277363,38.36146131897072,10.162532719420813,8.32153155014119,115.34105140790955,122.06387954474694,19.661915239923506,14.963006257351667,12.994189644542239,55.5013678509458,61.53585391728054,NA,5.428279526047389,16.198238712989138,8189.229539809619,3.4013068115897354,4.930848583386364,6.599282438625204,5.024453674862372,12.495291795514433,7.532470640705227,0.9180214380377949,603.672055391057,2.30808735753196,2.4363144329504025,9.01863763776377,99.16598382814256,37.862653280536804,415.1126665976548,13.388997015258028,4.271668761139545,3.868291962923951,8.231365455989339,8.237158239294882,6.378774977990548,5.982358500800995,5.1231106122443775,12.54945880995096,8.465591484839836,3.0136693199523807,1.9588364105640268,3.1140476270505038,25891.418649294457,887.3383970588079,12392.587730824433,1272.7285656896092,324.64320348598545,1112.4263102448106,23.476376978138,NA,0.8667021678490217,1.4784919333895072,0.25491240230853573
38,071723-1345-PVCP,1287.9466932883788,2834.220850464904,786.9515138104596,968.9822820377532,183.8148661304103,804.8262549082182,164.35324827880513,169.40777248559309,445.89246460815514,130.41178437332067,78.34571399180471,274.0021442616685,390.71721719267646,83.05116227960079,280.9152627814259,95.49445886288373,328.08637757552776,65.03611482761397,NA,2.255894835028083,124.75128324214582,54466.536543338814,41.46083138394025,4.981961849094127,15.122499165839287,9.558913052974955,45.81116682692977,36.370935263675044,5.840669828267099,2670.993332337651,7.406145307450688,4.1712772421274,78.14760220965209,587.8452263863206,274.21963010388936,234.887020026991,804.6967330375134,52.3366811709063,22.620211967807855,183.11173569187824,96.28281802382831,84.32874347437638,6.36053485035389,365.42455505563095,66.42727593714663,215.89990454442173,19.932662031038603,16.45560889861793,68.9735096388879,48644.0032090745,7952.730806612645,1611.2922432096382,1159.8010329854942,667.0742208812625,883.6664192097294,112.88831782802951,NA,4.569282072197702,NA,0.6092376096263604
39,071723-1500-CPVCP,1257.305257286127,2405.486099963541,701.9161337517942,1004.2710287762931,149.74050553623863,834.4655059901621,114.99973979608751,248.10424480613702,1102.7993052257928,180.2160424510116,45.47169511029211,162.50337655171793,300.8590304818307,90.81537306092687,163.52911974630385,86.36037590485095,341.528408666121,135.25210920106252,NA,9.046329393601319,159.3403581343821,21186.997036753844,25.249224966098662,4.633713855713322,12.909604411621958,3.181687206263769,63.9201266322608,6.9524759854899,5.720478258918282,2016.7532442394595,3.2933641571175305,12.13125278128103,364.7713465161823,1338.5819048020805,249.12410450360633,313.6055430394458,403.8918247380756,76.21073385995096,139.20186286714934,127.26902117163574,66.13350043744421,69.31770601406188,21.540534090063133,144.26900650983197,57.47067140118676,3058.337543122992,22.76891485283659,14.500382318135914,49.4286681047268,133922.26804148554,9084.22977248411,1380.4706049154943,1062.7015387148474,628.6935083635692,741.5471440414198,88.98384624820282,NA,3.132677529289316,NA,0.8950507226540899
40,071723-1615-PVCB,3263.863352482019,9829.946455639152,1193.4926078213987,3921.4177762793965,140.62797273634956,793.1887190812646,14039.827637668152,230.672244249224,866.4930982110294,186.23358749237727,109.39605961954497,203.17228206540278,387.297162687174,75.03901776863333,574.4558116839474,117.8461715328031,377.16778303325276,254.2747919790064,NA,13.841072765291925,119.00022179768608,66585.1792997958,31.232692125077396,NA,3.7944194621187473,3.4691835082228555,27.18175173045972,52.12707890529108,1.2779847106545257,7433.756561194852,2.1420707851047025,2.05968344721606,109.20441637139548,684.4795572193045,715.1118936354738,1568.209472141538,1883.7738183328559,37.838408182956435,41.61635306271329,252.4291915460203,200.2101463863009,195.46628895258291,31.298965532582283,610.8442546539485,286.02572657060654,269.8067166264996,70.70444983883894,28.17270435126381,129.53635196560475,48804.924192260616,48105.78338197339,1021.9580336590556,590.8588767585834,390.4458708476125,977.24734072161,59.71118607557524,NA,2.7024374026754305,5.797956609376377,0.7370283825478445
41,071823-1030-BLKP,250.22496152834086,26.995675322546912,60.77016439636889,14.811958610107437,27.12857453324406,70.33884908345426,10.098731727477423,4.819684417533462,3.5686173985141374,4.7171379405646645,10.256475294045432,92.51377267172293,73.65763029421954,5.512855470549419,2.641042388216699,2.615401199981585,269.0769698810554,111.34914989022938,NA,3.882715557804199,39.48180088280448,14.532317967779946,9.290158879028963,11.14434392832034,6.958758968212293,8.020885337044696,121.30352702797485,4.486294142562014,4.5831312059850875,153.9128498047609,2.5467274088823237,2.9642237054204097,8.349925930761719,14.164627349202181,60.306386029206,2.3983374846084957,25.923208408950845,5.766427266905018,1.2301922041924196,4.701091637449604,11.480044286109267,5.936262216321458,4.04206009948938,4.121041538603326,16.739401064189714,11.545355298423594,3.9981246636253642,1.9624007326682504,3.973861483653207,26547.98894842823,1436.4672479768044,783.2386965371877,163.76460370645665,315.40473043500356,786.7298822989845,22.904759895623386,NA,3.087498789442854,7.170964930318884,0.7469755135748839
42,071923-0930-CVCB,1735.0904433558778,3504.029576830276,632.0394022353805,1159.9682059349927,52.85807688453321,469.2329196083371,2090.884103636992,151.31858291900136,650.5791672529824,111.97661554385837,30.30584458132191,94.23191964191498,219.88373937669726,62.799544252739246,185.64355597809754,66.93215942291951,4642.465544549676,123.43332316072923,NA,6.4649526734480665,104.01440013979001,14844.352266639457,38.270266264644825,4.443977773878801,7.253229683338472,6.674514549029551,40.09250661370031,45.21726592761166,2.676332247773188,1817.8715310914672,11.610527250274078,16.00845423901426,250.72581762807766,785.0128370600987,200.96459443771522,987.148788663576,263.38789299475167,51.21248519104541,83.26097465065479,84.88083797070644,87.70107892203781,61.964404023290115,17.309396619980483,111.73231150821786,61.18455168880802,51.11299855338558,21.79873210698077,17.416183616220824,46.305342789714715,NA,9098.245148957081,46502.19988514207,730.0698185792146,385.763884738138,856.398596406735,47.25643011723066,NA,1.783566930499275,NA,1.2589884215288998
43,071923-1100-W14P,561.9167403665699,3896.8732195855214,151.19205018230156,1190.1130619855207,31.384573429961083,124.55273488917562,325.42605432825906,70.11310891600897,933.4600519975768,69.39421696693046,11.499034223278692,86.18665624218373,96.49099148375714,10.653128257428303,390.5706451699831,31.272086175031472,221.2530737799749,357.08978275621644,NA,15.494911168476122,270.42477211668336,33848.29734612436,72.37120454747868,9.459533384988834,13.366429674574965,12.158164845234857,39.134825086128316,42.06996579501417,41.49729484198383,765.0432491222285,15.79620110786316,NA,NA,162.5122752288805,138.2274522195426,283.2045542468731,84.33674942946332,34.654116051335926,6.024216105516655,24.776287291109856,24.125706921454622,11.127160424989553,7.700125849156627,18.15750269350568,28.762234789496812,62.300914092224794,6.7489338324961015,4.754332181586445,12.543344479079131,1065.6229560929257,2130.76583191122,40512.93967882944,1765.4706783838528,407.54356674314437,907.7542478996938,248.7429827929672,NA,NA,NA,1.1294623277459221
44,071923-1300-W12P,441.75755481089266,3154.6351486819394,162.22259680305447,967.0994572395795,33.95289303362108,108.32799248510472,259.3370340058319,74.33091257299422,684.8470876045121,69.76356584444497,16.679098469273686,81.45715319974587,727.1594293015543,27.56831880749377,379.2370175840111,46.69085208436805,686.495158599303,256.2802757839761,NA,6.746088087787967,185.84907956057248,17994.493501739038,53.753415296218336,15.658079071533239,11.229093192473863,18.74044607122327,35.758762409746986,505.21003726104635,50.00034743873714,657.6091614059,62.3580706576298,92.75871120708457,112.3915573087239,182.6122080347686,174.17096575272998,192.97830737326606,61.460283091604914,32.00087870877009,5.961575067005583,25.302562879809955,15.600584260742348,11.23038801831941,6.598689959662667,15.448135554611316,20.88826683782872,44.81799629395772,6.007083273623946,4.97999106694707,10.01079836927115,2939.21605177975,2429.5907719666016,18438.777148193378,1489.5349791883966,615.3492185091571,464.5022649536334,273.2843906846441,NA,NA,NA,2.2179836688559864
45,071923-1430-W14B,979.6173266207443,5673.655693605013,314.20623879172643,1177.145419635849,31.310852580135403,171.73788182309886,7072.702320123353,49.91762464966602,447.87144604793673,40.662884617148094,22.002044214403174,70.94960481379209,487.48901078624664,21.458464298517917,153.78134667972853,27.334304341658534,543.9337418916646,271.0383073762527,NA,16.268439347705073,117.64794046306044,5724.150727316739,16.800392339550317,9.12082930565785,3.9930790603427173,7.35761789822408,20.166233717636736,278.4011649546217,7.24173978887703,523.6847839563022,2.7816502511620076,9.862214526847117,28.23796467088704,64.36589505281208,64.9143567270296,218.7078100198255,70.71238014018613,14.907960087977786,4.30222018889627,15.96700276291399,22.732455626612754,16.195017407194708,6.785976174238447,32.09287853168859,19.958753453642487,94.39521411737637,6.25374274880798,4.605922381862714,7.676537303104524,3041.7826587651825,2918.580804945073,12488.499055371192,668.1563924115685,493.3637364748774,239.23892473099465,54.945481499991864,NA,NA,NA,1.206513841608099
46,071923-1600-W12B,627.9372183245166,3109.40513300996,224.9778633625198,664.0332086000186,19.620496852871764,126.08102024518449,3915.94178345501,36.10872075406024,278.2187020335189,28.725596845688145,15.459909698826435,46.09380563990404,184.06395319119815,14.753747428733222,85.44563468127892,18.057578049526473,219.39154529874742,135.06379835083231,NA,8.582370221168823,53.09871461610999,2758.2537278361174,11.58839536572151,4.391443471372975,2.5936956935956026,3.062001860494809,10.485679227815337,74.62615159207665,5.242839613907669,339.60619852286806,3.0797979262567545,9.157265834070085,NA,51.56748719048014,44.2770430354974,106.60204705468023,53.70499961288347,18.905749329235213,2.5496189731427834,13.43951696012552,13.607713150147108,14.379781981361129,4.364601970973239,24.416676787143395,14.69271950624655,17.545137639537643,5.012810184484118,4.246378571677113,13.269933036490976,7322.866429702144,2658.8300133172847,3972.141719584423,513.0616005388678,346.13964837264484,214.60013255300106,54.053069088198335,NA,NA,NA,0.6367468281272238
47,072023-1100-BLKB,192.9171679785746,8.838524356880377,105.21152523216963,5.438171523766783,258.01426807872963,161.19298455486916,3.6677512839246913,7.1087438897348685,5.214436778716694,7.475383975738386,9.091238762978865,121.1627539961598,82.34667067962093,4.991268340458985,3.616122981352937,2.954015956598175,195.6239801297848,13.254599244527572,NA,3.275641912951168,11.42153676103633,9.24381851163541,4.429971185090919,5.516568712793615,3.491934805921936,4.619538753667561,7.817146494766497,5.382343112484895,1.5337439325174773,46.493279430153194,4.478092741756027,3.3585695563170206,4.851267136902362,5.973937681245161,21.698883319619515,4.952879274244929,7.978097419469343,3.8179677907745853,1.4835785891593651,1.396309260385285,6.918831454842356,4.336450700570208,4.188927781155855,5.60327899511881,10.123242137793317,5.7331592798475555,2.8362531851576103,1.997690772172793,3.1670707363715014,4900.393525106766,535.7400202418061,2703.4945372514526,142.4789772818606,236.14122000925184,215.162530092495,21.439100969131548,0.04945745986764019,0.34620221907348137,1.9288409348379674,0.7913193578822431
48,072123-0930-TRXP,625.8538916873403,1053.1351583253527,190.72988615034257,2126.4548269256975,52.43886375527621,95.31615964656312,550.7199549731466,28.182031310333105,196.25103571512946,25.20145341326552,9.594054471940185,65.1260555808011,263.02117133115803,31.03468055271086,86.31868139391982,33.982419028147554,145.09223152548873,89.57267007199692,NA,22.18674773000522,42.93869340000485,561.817269251609,53.71394032320647,36.259407163314954,38.45018983460194,3.296865450694175,30.363771644495507,7.278875246962051,5.726974722983138,925.7911991514513,18.88137510900444,8.150233860001917,31.423679438007394,439.69226085087587,170.3718074015838,10639.651845276236,70.03426075005815,7.067428855077656,29.733392703295387,209.03909261114882,35.595800309016084,15.376960073700518,80.76618691039374,31.339202364739123,66.42363690447719,18.951279788028977,7.099800501267649,10.535079912085479,18.995068326335936,4045.201104875711,1018.8823016651845,1182.8869479751208,12843.046535289704,1105.7998307642288,430.8482961910207,86.21488281642301,NA,1.728263757795539,1.0261566061911014,1.6202472729333177
49,072123-1100-TRXB,452.0036804468846,2248.5718710884844,86.17009342244035,827.0136987320075,21.382388153693512,58.05458443038838,3507.0297708118505,11.200354977316174,83.47306808044085,10.727100541654925,7.410005896589514,53.580699161036655,95.59909493361813,24.737586225116324,20.567696975324505,13.721189626004154,76.63360145067405,44.21311618004304,NA,6.468392996251488,15.41351272211676,12147.728077886044,3.8872162080469574,5.833065453833631,6.398821208398344,5.795158830247554,16.312306962351887,5.5605980415157905,0.437914280868507,1067.5395955280117,2.2478812540164754,1.7891299776865819,5.73439095412366,118.3313814104768,68.39767055221796,1722.6689990267103,25.713089365952257,2.5757064744384546,4.779415547251322,11.731292706889606,10.727670868053446,8.571355115680895,15.931385157504403,6.576763044736282,21.33840072611196,8.057458899550532,6.565661761880602,2.6414867966563764,7.70882881473187,2641.224526840718,679.3165765526464,2006.8778454187361,1251.1547015022402,1720.540822054253,662.8663148639824,27.340258695608696,NA,1.2038224702486966,1.4774184862143094,0.7113496415105933
50,072123-1300-CPLP,298.57428826480725,362.67739500471623,116.58045915319657,312.53756320580607,46.75891589729479,80.12861373559014,182.64188952678882,9.400851220552573,29.488519158808774,10.9528785447004,9.14750529326583,77.03405056992453,163.39087483946614,27.497955305817282,29.96500976369806,19.680996237026477,150.5525302617207,34.696735138300994,NA,22.882905621313167,35.87211419378491,282.9712391789766,3.29231951025482,2.774397516782671,82.75134510486805,3.0091398219952024,7.916667054304513,8.41953386508704,2.315759750578871,402.3199236192023,2.572634359792605,1.3991520202380834,11.373751906451517,212.11429450318076,36.12152048402663,5050.88550719634,17.326582996403015,2.736818832431407,27.215739781488434,119.16979251615095,11.137753026935755,5.515839594291993,47.876903489948255,6.6296148969855695,17.051397175487523,9.726375091936072,7.457017706271701,0.9546645451659218,2.0684398478594974,7848.3619670461,753.5217723444309,13404.085703901546,5359.910755553028,2507.0408018208973,524.5085766264866,56.04810191899538,NA,0.16150536138852284,1.3997131320338645,1.4535482524967056
51,072123-1430-CPLB,287.46137027083336,1146.4236694535707,88.96701522944424,332.06677308205064,26.54432388717696,69.75654933056911,1989.2672906388889,6.845540436112469,28.826837485837252,7.912377906675451,7.669260902155784,77.078638865071,104.37196482582104,20.00676757084117,15.866478170764319,13.421206578772619,188.12809409251628,41.41901571297518,NA,4.1171842533197625,13.177182480372034,7816.860857637423,5.633900677729802,3.8097942998406276,8.33496482192207,4.604075806395048,8.2058643687921,5.795224749729811,1.0797189958936972,547.2458406247667,3.7099902062881376,2.80511454621786,29.996628131329697,95.88560643128518,43.35879834677852,1150.6004604698599,17.410807483575468,2.4894537978769375,6.618141110717117,15.42645841634781,13.716828078451766,9.463548054125637,10.427143188827687,3.4026240194609034,13.66479495522167,22.937972127614785,6.427691006811588,2.4456360139875244,4.040616023109823,NA,545.1697602034159,79370.30177307504,1631.7485446410406,1538.8562965223605,655.9577703766166,45.50174228214615,4.425223828617544,0.37776300976003424,3.3998670878403083,0.917424452274369
52,072423-0930-CPLB,369.4549135104258,1352.851014851609,136.42681247321943,412.26101432882007,42.22636688819708,114.53340811812605,2279.029671954043,11.88533837731094,43.594782416585815,11.63440033095697,10.75232998461251,125.13844245812233,114.60757024938677,24.385257657410335,18.538499973469843,14.174822287406945,233.14324932302216,85.27424576820059,NA,6.547791278967734,21.75417096069864,9983.11548442191,NA,8.250889800791658,7.373604763832309,12.465873247141918,11.359295862355655,25.389721337424696,2.3272703717996954,657.1070325151867,9.51983838431479,19.457620892819012,100.07439862535793,101.91341700958947,58.87755222409151,1061.7357833010064,21.45318435144683,4.7453274543637045,7.134949147089577,9.82277245592469,14.351805552354609,8.458288443402905,9.236338279451576,5.238681874623734,16.32241791183506,38.69933773331254,6.8906015735591115,1.5825184829592531,3.001328157336515,4078.2577654888514,970.8071395285065,43834.930484726705,1324.287901568838,299.230136438052,396.8448941708281,34.56550126233823,3.6004066092452343,0.8308630636719769,1.7725078691668843,0.7200813218490466
53,072423-1100-CDXB,736.4720278038063,3853.6895741331164,156.82420882732788,571.6651843788692,61.260280347384416,162.0433222092104,2873.1609658739476,26.933591537694618,94.58179561653763,23.746449872400763,11.953911307451321,191.6937535907366,114.83731489574541,16.555886552573423,15.377331916627524,13.553378313377905,299.46706488605423,89.92104264402663,NA,8.6352857780447,23.327245552617104,2260.069916051278,9.29153706428172,8.156303701482793,6.853881425253479,4.88990370690599,8.722816350436405,9.701457111214578,0.926799237233868,478.4049396007204,8.772353806267631,7.036158782110495,35.089415225070525,58.31027765124775,85.15084245502675,175.06046476342692,30.4929201410021,9.183685894698263,3.9907572823466433,2.88488478241926,16.536389979598507,14.925702643923328,12.885818694806028,9.288296969060198,19.857623585652572,11.667302884461387,6.539072173483656,2.254962269945251,2.7918580485036437,12005.452822178819,1651.6157384993019,14777.169938770805,1279.5139029867235,547.68726370389,694.9687440847997,86.33262918595906,4.904784144219634,0.9264592272414865,8.39263064677582,1.9074160560854134
